task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
create_vectorizer,2024-05-26T10:47:30,assignment2_vectorizer,0f1ed74d-94cc-47ad-b7b7-e81a2c192805,0.003289461135864258,4.2588864099338345e-08,8.494894571395816e-06,62.5,0.0,141.20075225830078,8.214265108108521e-08,0,1.5391397353141655e-07,2.3605662461250175e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
save_vectorizer,2024-05-26T10:47:30,assignment2_vectorizer,0f1ed74d-94cc-47ad-b7b7-e81a2c192805,0.003416299819946289,4.033509800879754e-08,9.27051690058039e-06,62.5,0.0,141.20075225830078,7.314814461602104e-08,0,1.5041656627090562e-07,2.2356471088692667e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
