task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load_model,2024-05-26T10:16:26,assignment1,e399a35f-88b2-46a9-8bc4-87b83b6e43cc,1.4313411712646484,1.3200334647584562e-05,9.203854015886256e-06,42.5,0.0,141.20075225830078,1.6931438280476467e-05,0,5.623384815205555e-05,7.316528643253201e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
data_processing,2024-05-26T10:19:32,assignment1,e399a35f-88b2-46a9-8bc4-87b83b6e43cc,185.14335775375366,0.0017044770780818654,9.206345035424576e-06,42.5,0.0,141.20075225830078,0.0021856976164711848,0,0.00726168057241166,0.009447378188882844,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
