task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load_data,2024-05-03T13:08:00,assignment2_neural_network,d3abb0c5-8507-426f-9282-39a8d39ade16,0.3725578784942627,3.4419437712831687e-06,9.194065565791502e-06,42.5,0.0,141.20075225830078,4.418290323681302e-06,0,1.4659317072937484e-05,1.9077607396618787e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
vectorizer,2024-05-03T13:08:00,assignment2_neural_network,d3abb0c5-8507-426f-9282-39a8d39ade16,0.0013227462768554688,1.0655725594557381e-08,6.937806967425396e-06,42.5,0.0,141.20075225830078,1.6783840126461412e-08,0,4.227748188441119e-08,5.906132201087175e-08,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
fitting,2024-05-03T13:08:13,assignment2_neural_network,d3abb0c5-8507-426f-9282-39a8d39ade16,13.133314371109009,0.00012089565433622485,9.20573292056408e-06,42.5,0.0,141.20075225830078,0.00015503638717863296,0,0.0005150500473025431,0.0006700864344811762,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
predictions,2024-05-03T13:08:13,assignment2_neural_network,d3abb0c5-8507-426f-9282-39a8d39ade16,0.007218837738037109,4.4163477131776204e-08,7.64486375516787e-06,42.5,0.0,141.20075225830078,6.492022011015926e-08,0,1.798639872958776e-07,2.4478420740598264e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
confusion_matrix,2024-05-03T13:08:14,assignment2_neural_network,d3abb0c5-8507-426f-9282-39a8d39ade16,0.34059572219848633,3.1428918720204145e-06,9.19683310964883e-06,42.5,0.0,141.20075225830078,4.033328758345708e-06,0,1.338672839792704e-05,1.742005715627275e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
classification_report,2024-05-03T13:08:14,assignment2_neural_network,d3abb0c5-8507-426f-9282-39a8d39ade16,0.03161287307739258,2.873519124279558e-07,9.102962029774887e-06,42.5,0.0,141.20075225830078,3.7145117918650035e-07,0,1.22124972886013e-06,1.5927009080466846e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
loss_curve,2024-05-03T13:08:14,assignment2_neural_network,d3abb0c5-8507-426f-9282-39a8d39ade16,0.10643124580383301,9.75333468286306e-07,9.174170217167913e-06,42.5,0.0,141.20075225830078,1.2538229425748128e-06,0,4.152142472662462e-06,5.405965415237329e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
