task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
create_vectorizer,2024-05-03T13:10:08,assignment2_vectorizer,5a59f3b4-0fda-4da5-94eb-d80b8c0f47f7,0.0032219886779785156,3.120217188587324e-08,7.23206202197202e-06,42.5,0.0,141.20075225830078,4.713998900519477e-08,0,1.2580379645896756e-07,1.7294378546416233e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
save_vectorizer,2024-05-03T13:10:08,assignment2_vectorizer,5a59f3b4-0fda-4da5-94eb-d80b8c0f47f7,0.002813577651977539,2.696160586847764e-08,8.249574798699974e-06,42.5,0.0,141.20075225830078,3.734495904710557e-08,0,1.1209470810626955e-07,1.4943966715337512e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
