task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load_model,2024-05-03T14:12:50,assignment4,156d1321-3624-43f7-9126-bc5e908a9c3b,2.383157730102539,2.195275803190014e-05,9.204405847599472e-06,42.5,0.0,141.20075225830078,2.815542237626182e-05,0,9.352178295746397e-05,0.00012167720533372579,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
load_data,2024-05-03T14:12:50,assignment4,156d1321-3624-43f7-9126-bc5e908a9c3b,0.04996085166931152,4.5434427274722167e-07,9.110091263359306e-06,42.5,0.0,141.20075225830078,5.87231748633914e-07,0,1.9310550783302487e-06,2.5182868269641627e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
generate_labels,2024-05-03T14:54:34,assignment4,156d1321-3624-43f7-9126-bc5e908a9c3b,2504.0123925209045,0.023052845927474027,9.20636511362417e-06,42.5,0.0,141.20075225830078,0.02956124743935135,0,0.09821339770400475,0.1277746451433561,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
simple_data,2024-05-03T14:54:34,assignment4,156d1321-3624-43f7-9126-bc5e908a9c3b,0.0059947967529296875,5.062306442440989e-08,8.62387886794038e-06,42.5,0.0,141.20075225830078,6.802197959759892e-08,0,2.1256568032146372e-07,2.8058765991212375e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
save_data,2024-05-03T14:54:34,assignment4,156d1321-3624-43f7-9126-bc5e908a9c3b,0.027537107467651367,2.5193316419494516e-07,9.111075189393809e-06,42.5,0.0,141.20075225830078,3.253751330901944e-07,0,1.071010838363251e-06,1.3963859714360982e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
